timestamp,open,high,low,close,volume
2025-01-01T00:00:00.000000,100.0,100.1006,99.7523,100.0195,51696
2025-01-01T00:01:00.000000,99.9801,100.0005,99.7122,99.9532,85846
2025-01-01T00:02:00.000000,100.2131,100.5434,99.1548,100.0011,21003
2025-01-01T00:03:00.000000,100.1884,101.0374,99.6955,100.0611,14350
2025-01-01T00:04:00.000000,99.8052,99.9929,98.8731,99.9367,32089
2025-01-01T00:05:00.000000,99.8009,100.1371,99.2129,99.8537,9814
2025-01-01T00:06:00.000000,99.8862,100.1484,99.3498,99.8619,12439
2025-01-01T00:07:00.000000,99.8352,100.6313,99.3638,99.8418,21477
2025-01-01T00:08:00.000000,99.6631,100.039,99.1724,99.8407,7464
2025-01-01T00:09:00.000000,99.8705,100.1331,99.6165,99.7865,24192
2025-01-01T00:10:00.000000,99.9056,100.0108,99.1171,99.8425,10677
2025-01-01T00:11:00.000000,99.9427,100.1146,99.7157,99.8921,21924
2025-01-01T00:12:00.000000,99.9034,100.2486,99.6809,99.8963,18402
2025-01-01T00:13:00.000000,99.7581,100.7063,99.1712,99.9682,37115
2025-01-01T00:14:00.000000,99.8369,100.1684,99.5947,99.9981,50641
2025-01-01T00:15:00.000000,99.8206,100.212,99.6883,99.9433,2335
2025-01-01T00:16:00.000000,99.9585,100.338,99.5834,99.9668,15642
2025-01-01T00:17:00.000000,99.7551,100.1967,99.694,99.9057,13544
2025-01-01T00:18:00.000000,99.9985,100.1969,99.9289,99.9618,34780
2025-01-01T00:19:00.000000,99.9183,100.0826,99.5682,99.9586,16280
2025-01-01T00:20:00.000000,99.9499,100.2809,99.8409,99.9468,26439
2025-01-01T00:21:00.000000,100.035,100.2108,99.7495,99.9035,4007
2025-01-01T00:22:00.000000,99.8602,100.7128,99.6327,99.9814,32884
2025-01-01T00:23:00.000000,99.9895,100.9284,99.6137,99.9716,22641
2025-01-01T00:24:00.000000,100.095,100.2375,99.8482,99.9443,9068
2025-01-01T00:25:00.000000,99.891,100.222,99.7743,99.9219,9241
2025-01-01T00:26:00.000000,99.8149,100.5594,99.205,99.9559,317405
2025-01-01T00:27:00.000000,99.9565,100.1315,99.7184,99.9792,4833
2025-01-01T00:28:00.000000,100.101,100.1302,99.8944,100.0056,15901
2025-01-01T00:29:00.000000,99.9714,100.1727,99.9503,100.0331,8685
2025-01-01T00:30:00.000000,100.2392,100.3008,99.855,100.1699,29131
2025-01-01T00:31:00.000000,99.9639,100.4985,99.6899,100.144,8964
2025-01-01T00:32:00.000000,99.9771,100.2213,99.9584,100.1113,113366
2025-01-01T00:33:00.000000,100.09,100.1607,99.5596,100.0593,51083
2025-01-01T00:34:00.000000,100.0705,100.6003,99.4362,100.0987,89948
2025-01-01T00:35:00.000000,100.2933,100.8734,99.802,100.1709,12657
2025-01-01T00:36:00.000000,100.267,100.4314,99.9779,100.1636,54394
2025-01-01T00:37:00.000000,99.9713,100.1791,99.9413,100.11,17560
2025-01-01T00:38:00.000000,99.982,100.2174,99.86,100.0573,34402
2025-01-01T00:39:00.000000,100.2066,100.2696,99.5878,100.0989,30445
2025-01-01T00:40:00.000000,100.0554,100.1829,100.0331,100.1464,42172
2025-01-01T00:41:00.000000,100.1329,100.6408,99.7277,100.1812,27992
2025-01-01T00:42:00.000000,100.0362,100.4067,99.8921,100.1387,15445
2025-01-01T00:43:00.000000,100.0257,100.208,99.8493,100.1535,24890
2025-01-01T00:44:00.000000,100.106,100.2768,99.7416,100.161,79504
2025-01-01T00:45:00.000000,100.15,100.2218,100.0673,100.175,44341
2025-01-01T00:46:00.000000,100.3122,100.8355,99.884,100.2308,21557
2025-01-01T00:47:00.000000,100.3005,100.522,99.9987,100.2451,5541
2025-01-01T00:48:00.000000,100.2638,100.4337,99.6869,100.2885,20177
2025-01-01T00:49:00.000000,100.4143,100.5677,100.2606,100.2929,26973
2025-01-01T00:50:00.000000,100.3397,100.6341,99.9104,100.3114,7573
2025-01-01T00:51:00.000000,100.2767,100.7741,99.7905,100.3519,6452
2025-01-01T00:52:00.000000,100.1978,100.348,99.8822,100.2587,42485
2025-01-01T00:53:00.000000,100.1443,100.6069,99.8475,100.2382,55566
2025-01-01T00:54:00.000000,100.0621,100.6362,99.688,100.2082,14707
2025-01-01T00:55:00.000000,100.2327,100.2896,100.0797,100.1674,27898
2025-01-01T00:56:00.000000,99.946,100.2148,99.9408,100.1498,50725
2025-01-01T00:57:00.000000,100.423,100.563,99.7948,100.2454,60535
2025-01-01T00:58:00.000000,100.2746,100.9722,100.0602,100.1901,33657
2025-01-01T00:59:00.000000,100.391,100.5081,100.158,100.252,8428
2025-01-01T01:00:00.000000,99.9377,100.6178,99.4628,100.1445,16572
2025-01-01T01:01:00.000000,100.1135,100.3869,99.8245,100.1231,39494
2025-01-01T01:02:00.000000,100.1633,100.247,100.0266,100.1336,13664
2025-01-01T01:03:00.000000,100.2194,100.6021,99.8681,100.1711,29039
2025-01-01T01:04:00.000000,100.1385,100.2624,99.7961,100.2165,28660
2025-01-01T01:05:00.000000,100.3008,100.7127,99.7462,100.2673,17525
2025-01-01T01:06:00.000000,100.1626,100.3558,100.0317,100.245,5579
2025-01-01T01:07:00.000000,100.1742,100.2183,100.128,100.2155,32569
2025-01-01T01:08:00.000000,100.3249,100.6165,99.6793,100.2704,47451
2025-01-01T01:09:00.000000,100.2459,100.351,100.1327,100.2582,41112
2025-01-01T01:10:00.000000,100.2468,100.2832,99.9854,100.1767,114624
2025-01-01T01:11:00.000000,99.9537,100.6322,99.4631,100.1043,100060
2025-01-01T01:12:00.000000,100.0419,100.0612,100.0217,100.0456,2334
2025-01-01T01:13:00.000000,100.0346,100.3805,99.7298,100.0774,65034
2025-01-01T01:14:00.000000,100.1357,100.7291,99.4981,100.0865,2181
2025-01-01T01:15:00.000000,100.2529,100.4063,100.0392,100.1306,4116
2025-01-01T01:16:00.000000,100.3049,100.3646,99.6897,100.1034,39737
2025-01-01T01:17:00.000000,100.1632,100.2389,100.0092,100.1135,43737
2025-01-01T01:18:00.000000,100.2914,100.6588,99.9624,100.1535,20542
2025-01-01T01:19:00.000000,100.1982,100.3657,100.1317,100.1338,8641
2025-01-01T01:20:00.000000,100.1053,100.3627,99.6846,100.163,21016
2025-01-01T01:21:00.000000,100.097,100.2161,99.6098,100.1208,25623
2025-01-01T01:22:00.000000,100.1819,100.4312,99.6868,100.0976,5767
2025-01-01T01:23:00.000000,100.1517,100.2329,100.0368,100.0733,18747
2025-01-01T01:24:00.000000,100.0523,100.3431,99.7775,99.997,40888
2025-01-01T01:25:00.000000,100.0713,100.4361,99.8235,100.0281,19406
2025-01-01T01:26:00.000000,100.0606,100.5014,99.5648,99.9982,54593
2025-01-01T01:27:00.000000,100.0287,100.3416,99.7818,99.999,11015
2025-01-01T01:28:00.000000,99.8488,100.7016,99.239,100.0297,218405
2025-01-01T01:29:00.000000,100.1333,100.1529,99.7914,100.0582,31221
2025-01-01T01:30:00.000000,99.9654,100.161,99.7939,100.1007,18246
2025-01-01T01:31:00.000000,100.187,101.0849,100.0507,100.0945,3895
2025-01-01T01:32:00.000000,99.9791,100.7279,99.7756,100.0675,17268
2025-01-01T01:33:00.000000,99.9909,100.6345,99.2411,100.0624,14319
2025-01-01T01:34:00.000000,99.8686,100.1381,99.7154,99.9548,45316
2025-01-01T01:35:00.000000,99.8988,100.4391,99.2946,99.8626,5722
2025-01-01T01:36:00.000000,99.6888,99.9311,99.4805,99.7784,25198
2025-01-01T01:37:00.000000,99.7974,99.8531,99.4524,99.715,284334
2025-01-01T01:38:00.000000,99.4925,99.8123,99.415,99.7404,107973
2025-01-01T01:39:00.000000,99.6236,99.7669,99.5374,99.6829,46998
2025-01-01T01:40:00.000000,99.7316,99.8602,99.5347,99.6588,8090
2025-01-01T01:41:00.000000,99.7297,100.2444,99.2753,99.7415,36222
2025-01-01T01:42:00.000000,99.8243,100.2961,99.6065,99.7189,116173
2025-01-01T01:43:00.000000,99.7708,100.33,99.4523,99.7658,28592
2025-01-01T01:44:00.000000,99.8552,99.8895,99.2864,99.7065,29208
2025-01-01T01:45:00.000000,99.7798,100.3381,99.1643,99.6934,55364
2025-01-01T01:46:00.000000,99.5698,100.0993,99.0698,99.633,53120
2025-01-01T01:47:00.000000,99.6749,99.8882,99.3755,99.6115,20558
2025-01-01T01:48:00.000000,99.4501,99.7429,99.2559,99.665,11945
2025-01-01T01:49:00.000000,99.4637,100.1438,98.7967,99.5552,37713
2025-01-01T01:50:00.000000,99.6289,100.0561,99.2734,99.5829,40257
2025-01-01T01:51:00.000000,99.646,99.7123,99.4381,99.598,11344
2025-01-01T01:52:00.000000,99.5022,100.0324,99.429,99.5603,118817
2025-01-01T01:53:00.000000,99.4456,99.9348,98.9521,99.4685,14183
2025-01-01T01:54:00.000000,99.5131,99.7529,99.3184,99.4731,4815
2025-01-01T01:55:00.000000,99.4032,99.6728,99.1793,99.4395,36803
2025-01-01T01:56:00.000000,99.347,99.6657,99.2822,99.4543,16634
2025-01-01T01:57:00.000000,99.5209,99.5222,99.0204,99.4558,61244
2025-01-01T01:58:00.000000,99.5006,99.6303,99.4818,99.5575,22093
2025-01-01T01:59:00.000000,99.6347,99.9526,99.2055,99.5423,13404
2025-01-01T02:00:00.000000,99.565,99.6448,99.399,99.4774,86285
2025-01-01T02:01:00.000000,99.5923,99.6807,99.3049,99.4888,16362
2025-01-01T02:02:00.000000,99.4583,100.02,99.1368,99.5028,11608
2025-01-01T02:03:00.000000,99.4764,99.6734,99.3768,99.5891,21829
2025-01-01T02:04:00.000000,99.6532,99.7188,99.5472,99.6422,17899
2025-01-01T02:05:00.000000,99.6693,100.0592,99.1185,99.6649,8787
2025-01-01T02:06:00.000000,99.7381,99.807,99.6573,99.758,17713
2025-01-01T02:07:00.000000,99.6495,99.93,99.1515,99.6824,83747
2025-01-01T02:08:00.000000,99.6622,99.9601,99.6276,99.6418,17919
2025-01-01T02:09:00.000000,99.5843,99.8863,99.5347,99.5829,30298
2025-01-01T02:10:00.000000,99.5778,99.7143,99.2289,99.5582,96715
2025-01-01T02:11:00.000000,99.3947,99.5063,98.6773,99.4708,8111
2025-01-01T02:12:00.000000,99.3598,99.9262,98.9664,99.5112,19461
2025-01-01T02:13:00.000000,99.5452,99.5893,99.4258,99.4971,32926
2025-01-01T02:14:00.000000,99.4579,100.0782,98.7007,99.4038,34147
2025-01-01T02:15:00.000000,99.3771,99.9876,99.0072,99.3395,71344
2025-01-01T02:16:00.000000,99.4076,99.921,98.9368,99.3594,30992
2025-01-01T02:17:00.000000,99.583,99.7655,99.2326,99.4125,27006
2025-01-01T02:18:00.000000,99.5714,100.4586,98.9484,99.5393,20926
2025-01-01T02:19:00.000000,99.731,99.8756,99.2416,99.7245,39148
2025-01-01T02:20:00.000000,99.671,100.1615,99.272,99.7509,15600
2025-01-01T02:21:00.000000,99.7345,99.8222,99.6009,99.688,15549
2025-01-01T02:22:00.000000,99.5586,99.8862,98.658,99.5525,16943
2025-01-01T02:23:00.000000,99.4615,99.8206,99.1764,99.5696,16733
2025-01-01T02:24:00.000000,99.5045,99.7978,99.0293,99.518,5504
2025-01-01T02:25:00.000000,99.5855,99.7101,99.4292,99.4916,19391
2025-01-01T02:26:00.000000,99.3413,99.5592,99.1116,99.4528,23239
2025-01-01T02:27:00.000000,99.4308,99.8019,99.0377,99.4439,92715
2025-01-01T02:28:00.000000,99.5444,100.2206,98.8855,99.5116,387110
2025-01-01T02:29:00.000000,99.4642,99.8787,99.2322,99.5216,11286
2025-01-01T02:30:00.000000,99.5442,100.1013,99.0169,99.5116,3234
2025-01-01T02:31:00.000000,99.4856,100.3471,98.9812,99.4459,12142
2025-01-01T02:32:00.000000,99.4872,99.785,99.1462,99.3397,60596
2025-01-01T02:33:00.000000,99.1719,99.5206,99.157,99.3089,16170
2025-01-01T02:34:00.000000,99.4691,99.6536,98.9729,99.3056,9327
2025-01-01T02:35:00.000000,99.5245,99.8749,99.312,99.4177,13648
2025-01-01T02:36:00.000000,99.7489,100.3462,99.2002,99.4259,17301
2025-01-01T02:37:00.000000,99.516,99.9514,99.112,99.4883,43590
2025-01-01T02:38:00.000000,99.5326,99.8614,99.3421,99.4567,11342
2025-01-01T02:39:00.000000,99.337,99.4893,98.9618,99.3815,27295
2025-01-01T02:40:00.000000,99.3797,100.1484,99.1887,99.3204,23617
2025-01-01T02:41:00.000000,99.316,99.6253,98.8652,99.2745,66388
2025-01-01T02:42:00.000000,99.2889,99.9447,98.8664,99.4094,13197
2025-01-01T02:43:00.000000,99.2613,99.4662,99.0437,99.3574,38627
2025-01-01T02:44:00.000000,99.4421,99.4678,99.2862,99.4106,29777
2025-01-01T02:45:00.000000,99.4494,99.6441,99.3466,99.3533,7281
2025-01-01T02:46:00.000000,99.4794,99.851,99.3499,99.4124,17276
2025-01-01T02:47:00.000000,99.497,99.6915,99.4245,99.4369,71618
2025-01-01T02:48:00.000000,99.4503,99.6978,99.2447,99.427,2371
2025-01-01T02:49:00.000000,99.5987,100.024,99.0464,99.4244,27988
2025-01-01T02:50:00.000000,99.47,99.8315,98.7646,99.3829,30277
2025-01-01T02:51:00.000000,99.3433,99.575,98.6269,99.4113,22161
2025-01-01T02:52:00.000000,99.4215,99.4318,99.0255,99.3824,15540
2025-01-01T02:53:00.000000,99.3165,99.727,98.66,99.3048,31820
2025-01-01T02:54:00.000000,99.0882,99.4875,98.5299,99.2239,11724
2025-01-01T02:55:00.000000,99.2342,99.5934,98.9115,99.2348,24411
2025-01-01T02:56:00.000000,99.2529,99.3579,99.0801,99.3349,40115
2025-01-01T02:57:00.000000,99.2094,99.4444,98.8514,99.3451,22112
2025-01-01T02:58:00.000000,99.228,99.8603,98.7262,99.3376,15785
2025-01-01T02:59:00.000000,99.3628,99.5657,99.239,99.3557,11184
2025-01-01T03:00:00.000000,99.434,99.5895,99.4282,99.4386,17102
2025-01-01T03:01:00.000000,99.4427,99.531,99.0023,99.4525,5900
2025-01-01T03:02:00.000000,99.4453,99.6516,99.3991,99.4265,106254
2025-01-01T03:03:00.000000,99.4364,99.8114,99.0175,99.4967,23387
2025-01-01T03:04:00.000000,99.5246,100.0266,98.8204,99.524,39655
2025-01-01T03:05:00.000000,99.5721,100.167,99.2537,99.6215,19892
2025-01-01T03:06:00.000000,99.6847,100.1695,99.5156,99.6332,28765
2025-01-01T03:07:00.000000,99.5731,100.4906,98.9705,99.5555,56936
2025-01-01T03:08:00.000000,99.6223,99.6833,99.4485,99.4686,19642
2025-01-01T03:09:00.000000,99.6202,100.0561,99.4242,99.5735,24432
2025-01-01T03:10:00.000000,99.6987,99.7716,99.6393,99.6831,23444
2025-01-01T03:11:00.000000,99.7764,100.3978,99.1595,99.6717,13569
2025-01-01T03:12:00.000000,99.6085,99.9069,99.2318,99.6473,8879
2025-01-01T03:13:00.000000,99.8677,99.942,99.4865,99.7403,12670
2025-01-01T03:14:00.000000,99.6812,99.7339,99.657,99.6699,36024
2025-01-01T03:15:00.000000,99.6832,99.7871,99.5179,99.6131,25882
2025-01-01T03:16:00.000000,99.5327,100.2558,99.0243,99.654,24066
2025-01-01T03:17:00.000000,99.6804,99.9056,98.8353,99.629,46289
2025-01-01T03:18:00.000000,99.5895,100.1477,99.0689,99.6287,36612
2025-01-01T03:19:00.000000,99.7193,99.7411,99.5184,99.6183,3397
2025-01-01T03:20:00.000000,99.7111,99.8166,99.4112,99.6398,9162
2025-01-01T03:21:00.000000,99.7115,99.8866,99.09,99.7293,4724
2025-01-01T03:22:00.000000,99.827,100.4658,99.5349,99.7351,73145
2025-01-01T03:23:00.000000,99.7991,100.5641,99.0455,99.7761,43088
2025-01-01T03:24:00.000000,99.6607,99.6651,99.5731,99.6458,73713
2025-01-01T03:25:00.000000,99.6744,99.7675,99.333,99.6427,58136
2025-01-01T03:26:00.000000,99.6703,100.0141,99.5248,99.5891,18289
2025-01-01T03:27:00.000000,99.3941,99.8766,98.8938,99.5117,208278
2025-01-01T03:28:00.000000,99.5457,99.9545,99.0303,99.456,135677
2025-01-01T03:29:00.000000,99.3897,100.2792,98.8448,99.4349,26914
2025-01-01T03:30:00.000000,99.574,99.6542,99.1605,99.493,9198
2025-01-01T03:31:00.000000,99.296,99.5008,99.1891,99.4089,80418
2025-01-01T03:32:00.000000,99.2794,99.4687,99.0025,99.4109,186742
2025-01-01T03:33:00.000000,99.5831,99.6261,98.9193,99.3802,27672
2025-01-01T03:34:00.000000,99.4924,99.6358,99.0268,99.3595,188501
2025-01-01T03:35:00.000000,99.5606,99.6779,98.7971,99.4231,38792
2025-01-01T03:36:00.000000,99.4831,100.0795,98.8521,99.4572,25138
2025-01-01T03:37:00.000000,99.5019,100.1808,98.9776,99.5422,93334
2025-01-01T03:38:00.000000,99.4782,100.0469,99.198,99.5324,33559
2025-01-01T03:39:00.000000,99.4737,100.0091,99.2665,99.4882,16928
2025-01-01T03:40:00.000000,99.3856,99.6231,99.0563,99.4741,7490
2025-01-01T03:41:00.000000,99.4168,99.852,99.3004,99.4895,17650
2025-01-01T03:42:00.000000,99.7153,99.9432,99.4421,99.5007,58126
2025-01-01T03:43:00.000000,99.4929,99.6116,99.3114,99.4319,22847
2025-01-01T03:44:00.000000,99.2961,99.8721,98.8038,99.4377,31638
2025-01-01T03:45:00.000000,99.3835,99.549,99.2007,99.4522,2751
2025-01-01T03:46:00.000000,99.6273,100.1332,99.5986,99.6121,90768
2025-01-01T03:47:00.000000,99.7841,99.9864,99.2589,99.7315,10244
